;Longitude,Latitude,Name,Address 1
35.0228690,31.7422720,"X-trail; "
35.0229140,31.7422650,"X-trail; "
35.0229560,31.7422620,"X-trail; "
35.0230020,31.7422600,"X-trail; "
35.0230390,31.7422630,"X-trail; "
35.0230850,31.7422660,"X-trail; "
35.0231240,31.7422690,"X-trail; "
35.0231700,31.7422690,"X-trail; "
35.0232130,31.7422700,"X-trail; "
35.0232600,31.7422690,"X-trail; "
35.0233040,31.7422710,"X-trail; "
35.0233510,31.7422720,"X-trail; "
35.0233980,31.7422730,"X-trail; "
35.0234450,31.7422700,"X-trail; "
35.0234920,31.7422660,"X-trail; "
35.0235360,31.7422690,"X-trail; "
35.0235770,31.7422730,"X-trail; "
35.0236170,31.7422660,"X-trail; "
35.0236580,31.7422660,"X-trail; "
35.0236980,31.7422670,"X-trail; "
35.0237380,31.7422690,"X-trail; "
35.0237770,31.7422730,"X-trail; "
35.0238160,31.7422760,"X-trail; "
35.0238540,31.7422860,"X-trail; "
35.0238920,31.7422860,"X-trail; "
35.0239300,31.7422860,"X-trail; "
35.0239700,31.7422850,"X-trail; "
35.0240060,31.7422870,"X-trail; "
35.0240430,31.7422890,"X-trail; "
35.0240800,31.7422890,"X-trail; "
35.0241220,31.7422840,"X-trail; "
35.0241650,31.7422860,"X-trail; "
35.0242040,31.7422910,"X-trail; "
35.0242470,31.7422880,"X-trail; "
35.0242930,31.7422930,"X-trail; "
35.0243360,31.7422990,"X-trail; "
35.0243750,31.7423030,"X-trail; "
35.0244190,31.7423040,"X-trail; "
35.0244700,31.7422960,"X-trail; "
35.0245170,31.7422910,"X-trail; "
35.0245620,31.7422950,"X-trail; "
35.0246090,31.7422980,"X-trail; "
35.0246550,31.7422940,"X-trail; "
35.0246970,31.7422920,"X-trail; "
35.0247410,31.7422920,"X-trail; "
35.0247830,31.7422950,"X-trail; "
35.0248220,31.7422990,"X-trail; "
35.0248640,31.7423000,"X-trail; "
35.0249060,31.7423030,"X-trail; "
35.0249480,31.7423060,"X-trail; "
35.0249890,31.7423080,"X-trail; "
35.0250290,31.7423080,"X-trail; "
35.0250640,31.7423030,"X-trail; "
35.0250960,31.7423030,"X-trail; "
35.0251400,31.7423080,"X-trail; "
35.0251850,31.7423120,"X-trail; "
35.0252230,31.7423060,"X-trail; "
35.0252590,31.7422950,"X-trail; "
35.0252220,31.7422950,"X-trail; "
35.0251900,31.7422980,"X-trail; "
35.0252200,31.7423110,"X-trail; "
35.0252700,31.7423080,"X-trail; "
35.0253080,31.7423080,"X-trail; "
35.0253450,31.7423100,"X-trail; "
35.0253820,31.7423120,"X-trail; "
35.0254170,31.7423150,"X-trail; "
35.0254510,31.7423150,"X-trail; "
35.0254830,31.7423140,"X-trail; "
35.0255160,31.7423100,"X-trail; "
35.0255500,31.7423070,"X-trail; "
35.0255860,31.7423040,"X-trail; "
35.0256230,31.7423040,"X-trail; "
35.0256600,31.7423060,"X-trail; "
35.0256970,31.7423090,"X-trail; "
35.0257300,31.7423110,"X-trail; "
35.0257750,31.7423170,"X-trail; "
35.0258150,31.7423200,"X-trail; "
35.0258490,31.7423220,"X-trail; "
35.0258940,31.7423230,"X-trail; "
35.0259330,31.7423250,"X-trail; "
35.0259730,31.7423280,"X-trail; "
35.0260120,31.7423320,"X-trail; "
35.0260470,31.7423340,"X-trail; "
35.0260940,31.7423380,"X-trail; "
35.0261340,31.7423410,"X-trail; "
35.0261690,31.7423430,"X-trail; "
35.0262150,31.7423530,"X-trail; "
35.0262520,31.7423600,"X-trail; "
35.0262900,31.7423660,"X-trail; "
35.0263250,31.7423720,"X-trail; "
35.0263670,31.7423720,"X-trail; "
35.0264020,31.7423720,"X-trail; "
35.0264370,31.7423730,"X-trail; "
35.0265000,31.7423670,"X-trail; "
35.0265660,31.7423660,"X-trail; "
35.0266190,31.7423630,"X-trail; "
35.0266770,31.7423550,"X-trail; "
35.0267090,31.7423520,"X-trail; "
35.0267660,31.7423540,"X-trail; "
35.0268210,31.7423490,"X-trail; "
35.0268700,31.7423280,"X-trail; "
35.0269200,31.7423290,"X-trail; "
35.0269690,31.7423320,"X-trail; "
35.0270240,31.7423310,"X-trail; "
35.0270690,31.7423300,"X-trail; "
35.0271040,31.7423360,"X-trail; "
35.0271480,31.7423350,"X-trail; "
35.0271900,31.7423300,"X-trail; "
35.0272320,31.7423240,"X-trail; "
35.0272710,31.7423240,"X-trail; "
35.0273130,31.7423190,"X-trail; "
35.0273570,31.7423070,"X-trail; "
35.0274070,31.7423040,"X-trail; "
35.0274420,31.7423050,"X-trail; "
35.0274780,31.7423010,"X-trail; "
35.0275210,31.7422920,"X-trail; "
35.0275680,31.7422830,"X-trail; "
35.0276040,31.7422740,"X-trail; "
35.0276440,31.7422720,"X-trail; "
35.0276770,31.7422690,"X-trail; "
35.0277170,31.7422620,"X-trail; "
35.0277640,31.7422560,"X-trail; "
35.0278110,31.7422550,"X-trail; "
35.0278450,31.7422570,"X-trail; "
35.0278820,31.7422560,"X-trail; "
35.0279220,31.7422510,"X-trail; "
35.0279630,31.7422440,"X-trail; "
35.0280010,31.7422400,"X-trail; "
35.0280390,31.7422370,"X-trail; "
35.0280770,31.7422330,"X-trail; "
35.0281110,31.7422290,"X-trail; "
35.0281470,31.7422250,"X-trail; "
35.0281870,31.7422290,"X-trail; "
35.0282200,31.7422290,"X-trail; "
35.0282540,31.7422160,"X-trail; "
35.0282900,31.7422050,"X-trail; "
35.0283280,31.7422000,"X-trail; "
35.0283650,31.7422010,"X-trail; "
35.0284040,31.7422020,"X-trail; "
35.0284440,31.7421950,"X-trail; "
35.0284830,31.7421860,"X-trail; "
35.0285220,31.7421790,"X-trail; "
35.0285600,31.7421790,"X-trail; "
35.0285990,31.7421870,"X-trail; "
35.0286340,31.7422000,"X-trail; "
35.0286710,31.7422000,"X-trail; "
35.0287080,31.7421970,"X-trail; "
35.0287430,31.7421960,"X-trail; "
35.0287790,31.7421990,"X-trail; "
35.0288140,31.7422060,"X-trail; "
35.0288450,31.7422180,"X-trail; "
35.0288780,31.7422310,"X-trail; "
35.0289110,31.7422440,"X-trail; "
35.0289490,31.7422530,"X-trail; "
35.0289880,31.7422640,"X-trail; "
35.0290240,31.7422740,"X-trail; "
35.0290550,31.7422800,"X-trail; "
35.0291000,31.7422820,"X-trail; "
35.0291270,31.7422980,"X-trail; "
35.0291540,31.7423150,"X-trail; "
35.0291980,31.7423290,"X-trail; "
35.0292320,31.7423310,"X-trail; "
35.0292680,31.7423390,"X-trail; "
35.0293030,31.7423520,"X-trail; "
35.0293360,31.7423640,"X-trail; "
35.0293650,31.7423770,"X-trail; "
35.0293910,31.7424030,"X-trail; "
35.0294300,31.7424270,"X-trail; "
35.0294640,31.7424370,"X-trail; "
35.0295050,31.7424440,"X-trail; "
35.0295490,31.7424560,"X-trail; "
35.0295900,31.7424710,"X-trail; "
35.0296220,31.7424810,"X-trail; "
35.0296720,31.7424950,"X-trail; "
35.0297290,31.7425080,"X-trail; "
35.0297840,31.7425210,"X-trail; "
35.0298400,31.7425360,"X-trail; "
35.0298970,31.7425530,"X-trail; "
35.0299510,31.7425700,"X-trail; "
35.0300020,31.7425880,"X-trail; "
35.0300560,31.7426030,"X-trail; "
35.0301130,31.7426190,"X-trail; "
35.0301430,31.7426290,"X-trail; "
35.0301750,31.7426370,"X-trail; "
35.0302080,31.7426440,"X-trail; "
35.0302390,31.7426520,"X-trail; "
35.0302970,31.7426700,"X-trail; "
35.0303580,31.7426850,"X-trail; "
35.0303900,31.7426940,"X-trail; "
35.0304250,31.7427040,"X-trail; "
35.0304620,31.7427140,"X-trail; "
35.0305020,31.7427260,"X-trail; "
35.0305420,31.7427370,"X-trail; "
35.0305810,31.7427470,"X-trail; "
35.0306200,31.7427580,"X-trail; "
35.0306580,31.7427680,"X-trail; "
35.0306940,31.7427780,"X-trail; "
35.0307310,31.7427870,"X-trail; "
35.0307690,31.7427970,"X-trail; "
35.0308050,31.7428090,"X-trail; "
35.0308420,31.7428200,"X-trail; "
35.0308790,31.7428310,"X-trail; "
35.0309180,31.7428390,"X-trail; "
35.0309560,31.7428490,"X-trail; "
35.0309930,31.7428580,"X-trail; "
35.0310300,31.7428680,"X-trail; "
35.0310640,31.7428790,"X-trail; "
35.0310980,31.7428890,"X-trail; "
35.0311320,31.7428980,"X-trail; "
35.0311660,31.7429050,"X-trail; "
35.0311980,31.7429110,"X-trail; "
35.0312300,31.7429200,"X-trail; "
35.0312640,31.7429290,"X-trail; "
35.0313240,31.7429410,"X-trail; "
35.0313560,31.7429420,"X-trail; "
35.0313890,31.7429420,"X-trail; "
35.0314500,31.7429480,"X-trail; "
35.0315090,31.7429600,"X-trail; "
35.0315710,31.7429710,"X-trail; "
35.0316190,31.7429900,"X-trail; "
35.0316710,31.7430020,"X-trail; "
35.0317210,31.7430080,"X-trail; "
35.0317690,31.7430180,"X-trail; "
35.0318140,31.7430310,"X-trail; "
35.0318570,31.7430430,"X-trail; "
35.0318960,31.7430600,"X-trail; "
35.0319370,31.7430780,"X-trail; "
35.0319770,31.7430970,"X-trail; "
35.0320140,31.7431210,"X-trail; "
35.0320530,31.7431350,"X-trail; "
35.0320880,31.7431540,"X-trail; "
35.0321220,31.7431730,"X-trail; "
35.0321550,31.7431970,"X-trail; "
35.0321900,31.7432190,"X-trail; "
35.0322220,31.7432430,"X-trail; "
35.0322550,31.7432690,"X-trail; "
35.0322900,31.7432960,"X-trail; "
35.0323240,31.7433290,"X-trail; "
35.0323440,31.7433650,"X-trail; "
35.0323570,31.7434060,"X-trail; "
35.0323720,31.7434450,"X-trail; "
35.0324000,31.7434790,"X-trail; "
35.0324200,31.7435170,"X-trail; "
35.0324360,31.7435560,"X-trail; "
35.0324570,31.7435970,"X-trail; "
35.0324710,31.7436380,"X-trail; "
35.0324810,31.7436790,"X-trail; "
35.0324690,31.7437190,"X-trail; "
35.0324540,31.7437600,"X-trail; "
35.0324600,31.7437940,"X-trail; "
35.0324640,31.7438340,"X-trail; "
35.0324590,31.7438690,"X-trail; "
35.0324530,31.7439070,"X-trail; "
35.0324460,31.7439450,"X-trail; "
35.0324400,31.7439880,"X-trail; "
35.0324390,31.7440320,"X-trail; "
35.0324310,31.7440740,"X-trail; "
35.0324120,31.7441090,"X-trail; "
35.0323890,31.7441450,"X-trail; "
35.0323790,31.7441830,"X-trail; "
35.0323570,31.7442170,"X-trail; "
35.0323360,31.7442530,"X-trail; "
35.0323110,31.7442850,"X-trail; "
35.0322750,31.7443130,"X-trail; "
35.0322370,31.7443420,"X-trail; "
35.0321980,31.7443730,"X-trail; "
35.0321620,31.7444110,"X-trail; "
35.0321260,31.7444430,"X-trail; "
35.0320950,31.7444790,"X-trail; "
35.0320610,31.7445130,"X-trail; "
35.0320170,31.7445360,"X-trail; "
35.0319700,31.7445570,"X-trail; "
35.0319210,31.7445750,"X-trail; "
35.0318730,31.7445910,"X-trail; "
35.0318190,31.7445950,"X-trail; "
35.0317620,31.7445980,"X-trail; "
35.0317080,31.7446010,"X-trail; "
35.0316560,31.7446010,"X-trail; "
35.0316020,31.7445960,"X-trail; "
35.0315470,31.7445890,"X-trail; "
35.0314910,31.7445880,"X-trail; "
35.0314370,31.7445890,"X-trail; "
35.0313880,31.7445860,"X-trail; "
35.0313810,31.7445570,"X-trail; "
35.0314310,31.7445400,"X-trail; "
35.0314840,31.7445420,"X-trail; "
35.0315370,31.7445460,"X-trail; "
35.0315500,31.7445470,"X-trail; "
35.0315620,31.7445480,"X-trail; "
35.0315740,31.7445500,"X-trail; "
35.0315870,31.7445510,"X-trail; "
35.0315990,31.7445520,"X-trail; "
35.0317280,31.7445580,"X-trail; "
35.0317950,31.7445530,"X-trail; "
35.0318730,31.7445390,"X-trail; "
35.0319550,31.7445220,"X-trail; "
35.0320330,31.7444920,"X-trail; "
35.0321160,31.7444420,"X-trail; "
35.0321960,31.7443830,"X-trail; "
35.0322670,31.7443100,"X-trail; "
35.0323370,31.7442200,"X-trail; "
35.0324000,31.7441170,"X-trail; "
35.0324380,31.7440080,"X-trail; "
35.0324600,31.7438870,"X-trail; "
35.0324570,31.7437580,"X-trail; "
35.0324340,31.7436330,"X-trail; "
35.0323730,31.7435110,"X-trail; "
35.0322890,31.7433970,"X-trail; "
35.0321800,31.7432950,"X-trail; "
35.0320530,31.7432130,"X-trail; "
35.0319180,31.7431610,"X-trail; "
35.0317660,31.7431110,"X-trail; "
35.0316080,31.7430700,"X-trail; "
35.0314420,31.7430320,"X-trail; "
35.0312850,31.7429980,"X-trail; "
35.0311410,31.7429550,"X-trail; "
35.0309950,31.7429140,"X-trail; "
35.0308410,31.7428720,"X-trail; "
35.0306990,31.7428340,"X-trail; "
35.0305570,31.7427980,"X-trail; "
35.0304270,31.7427590,"X-trail; "
35.0302980,31.7427220,"X-trail; "
35.0301610,31.7426880,"X-trail; "
35.0300380,31.7426460,"X-trail; "
35.0299250,31.7426140,"X-trail; "
35.0298100,31.7425660,"X-trail; "
35.0296930,31.7425300,"X-trail; "
35.0295860,31.7424960,"X-trail; "
35.0294670,31.7424700,"X-trail; "
35.0293410,31.7424280,"X-trail; "
35.0292160,31.7423880,"X-trail; "
35.0290730,31.7423310,"X-trail; "
35.0289250,31.7422950,"X-trail; "
35.0287800,31.7422530,"X-trail; "
35.0286230,31.7422360,"X-trail; "
35.0284550,31.7422360,"X-trail; "
35.0282900,31.7422500,"X-trail; "
35.0281200,31.7422740,"X-trail; "
35.0279460,31.7423000,"X-trail; "
35.0277740,31.7423170,"X-trail; "
35.0275970,31.7423290,"X-trail; "
35.0274200,31.7423500,"X-trail; "
35.0272400,31.7423660,"X-trail; "
35.0270550,31.7423830,"X-trail; "
35.0268710,31.7423970,"X-trail; "
35.0266830,31.7424050,"X-trail; "
35.0264950,31.7424050,"X-trail; "
35.0263070,31.7423860,"X-trail; "
35.0261210,31.7423770,"X-trail; "
35.0259310,31.7423800,"X-trail; "
35.0257310,31.7423710,"X-trail; "
35.0255410,31.7423660,"X-trail; "
35.0253480,31.7423590,"X-trail; "
35.0251520,31.7423540,"X-trail; "
35.0249520,31.7423540,"X-trail; "
35.0247610,31.7423490,"X-trail; "
35.0245550,31.7423440,"X-trail; "
35.0243470,31.7423350,"X-trail; "
35.0241380,31.7423350,"X-trail; "
35.0239380,31.7423310,"X-trail; "
35.0237230,31.7423200,"X-trail; "
35.0235080,31.7423130,"X-trail; "
35.0232970,31.7423140,"X-trail; "
35.0230970,31.7423070,"X-trail; "
35.0228840,31.7423000,"X-trail; "
35.0226660,31.7422880,"X-trail; "
35.0224500,31.7422820,"X-trail; "
35.0222250,31.7422630,"X-trail; "
35.0220100,31.7422500,"X-trail; "
35.0217880,31.7422480,"X-trail; "
35.0215810,31.7422400,"X-trail; "
35.0213550,31.7422240,"X-trail; "
35.0211440,31.7421990,"X-trail; "
35.0209360,31.7421830,"X-trail; "
35.0207360,31.7421580,"X-trail; "
35.0205560,31.7421410,"X-trail; "
35.0203800,31.7421220,"X-trail; "
35.0202150,31.7421190,"X-trail; "
35.0200540,31.7421320,"X-trail; "
35.0198960,31.7421430,"X-trail; "
35.0197560,31.7421620,"X-trail; "
35.0196410,31.7421860,"X-trail; "
35.0195130,31.7422230,"X-trail; "
35.0194070,31.7422550,"X-trail; "
35.0193010,31.7422940,"X-trail; "
35.0191970,31.7423310,"X-trail; "
35.0190990,31.7423600,"X-trail; "
35.0190180,31.7423920,"X-trail; "
35.0189340,31.7424270,"X-trail; "
35.0188700,31.7424560,"X-trail; "
35.0188020,31.7424930,"X-trail; "
35.0187480,31.7425050,"X-trail; "
35.0187100,31.7425260,"X-trail; "
35.0186760,31.7425460,"X-trail; "
35.0186290,31.7425680,"X-trail; "
35.0185980,31.7425810,"X-trail; "
35.0185530,31.7425880,"X-trail; "
35.0185080,31.7426080,"X-trail; "
35.0184730,31.7426230,"X-trail; "
35.0184280,31.7426420,"X-trail; "
35.0183750,31.7426600,"X-trail; "
35.0183390,31.7426690,"X-trail; "
35.0183010,31.7426800,"X-trail; "
35.0182610,31.7426940,"X-trail; "
35.0182240,31.7427080,"X-trail; "
35.0181890,31.7427220,"X-trail; "
35.0181550,31.7427370,"X-trail; "
35.0181230,31.7427490,"X-trail; "
35.0180930,31.7427600,"X-trail; "
35.0180420,31.7427760,"X-trail; "
35.0179930,31.7427840,"X-trail; "
35.0179720,31.7427430,"X-trail; "
35.0179890,31.7427190,"X-trail; "
35.0180190,31.7427020,"X-trail; "
35.0180540,31.7426910,"X-trail; "
35.0180910,31.7426790,"X-trail; "
35.0181290,31.7426690,"X-trail; "
35.0181700,31.7426620,"X-trail; "
35.0182080,31.7426570,"X-trail; "
35.0182460,31.7426480,"X-trail; "
35.0182790,31.7426380,"X-trail; "
35.0183090,31.7426270,"X-trail; "
35.0183650,31.7426080,"X-trail; "
35.0184210,31.7425850,"X-trail; "
35.0184740,31.7425640,"X-trail; "
35.0185330,31.7425480,"X-trail; "
35.0185890,31.7425310,"X-trail; "
35.0186460,31.7425150,"X-trail; "
35.0187030,31.7424960,"X-trail; "
35.0187520,31.7424720,"X-trail; "
35.0188040,31.7424480,"X-trail; "
35.0188560,31.7424310,"X-trail; "
35.0189100,31.7424150,"X-trail; "
35.0189630,31.7423980,"X-trail; "
35.0190010,31.7423690,"X-trail; "
35.0190460,31.7423540,"X-trail; "
35.0190950,31.7423550,"X-trail; "
35.0191400,31.7423410,"X-trail; "
35.0191840,31.7423230,"X-trail; "
35.0192320,31.7423080,"X-trail; "
35.0192800,31.7422900,"X-trail; "
35.0193300,31.7422710,"X-trail; "
35.0193750,31.7422420,"X-trail; "
35.0194260,31.7422200,"X-trail; "
35.0194770,31.7422020,"X-trail; "
35.0195300,31.7421850,"X-trail; "
35.0195850,31.7421730,"X-trail; "
35.0196380,31.7421550,"X-trail; "
35.0196950,31.7421480,"X-trail; "
35.0197460,31.7421390,"X-trail; "
35.0198040,31.7421330,"X-trail; "
35.0198590,31.7421220,"X-trail; "
35.0199120,31.7421080,"X-trail; "
35.0199670,31.7421060,"X-trail; "
35.0200210,31.7421100,"X-trail; "
35.0200730,31.7421010,"X-trail; "
35.0201270,31.7420910,"X-trail; "
35.0201840,31.7420810,"X-trail; "
35.0202430,31.7420820,"X-trail; "
35.0202990,31.7420860,"X-trail; "
35.0203530,31.7420900,"X-trail; "
35.0204030,31.7420780,"X-trail; "
35.0204560,31.7420950,"X-trail; "
35.0205100,31.7421040,"X-trail; "
35.0205650,31.7421070,"X-trail; "
35.0206210,31.7421090,"X-trail; "
35.0206760,31.7421140,"X-trail; "
35.0207260,31.7421230,"X-trail; "
35.0207570,31.7421270,"X-trail; "
35.0208050,31.7421280,"X-trail; "
35.0208440,31.7421320,"X-trail; "
35.0208850,31.7421350,"X-trail; "
35.0209260,31.7421380,"X-trail; "
35.0209680,31.7421400,"X-trail; "
35.0210120,31.7421410,"X-trail; "
35.0210500,31.7421450,"X-trail; "
35.0210900,31.7421540,"X-trail; "
35.0211330,31.7421630,"X-trail; "
35.0211770,31.7421710,"X-trail; "
35.0212170,31.7421780,"X-trail; "
35.0212590,31.7421870,"X-trail; "
35.0212970,31.7421890,"X-trail; "
35.0213330,31.7421880,"X-trail; "
35.0213670,31.7421920,"X-trail; "
35.0214020,31.7422000,"X-trail; "
35.0214400,31.7422100,"X-trail; "
35.0214770,31.7422180,"X-trail; "
35.0215140,31.7422100,"X-trail; "
35.0215520,31.7422020,"X-trail; "
35.0215910,31.7422030,"X-trail; "
35.0216260,31.7422060,"X-trail; "
35.0216620,31.7422050,"X-trail; "
35.0216950,31.7422070,"X-trail; "
35.0217270,31.7422080,"X-trail; "
35.0217740,31.7422090,"X-trail; "
35.0218100,31.7422100,"X-trail; "
35.0218460,31.7422110,"X-trail; "
35.0218770,31.7422120,"X-trail; "
35.0219090,31.7422120,"X-trail; "
35.0219460,31.7422110,"X-trail; "
35.0219810,31.7422070,"X-trail; "
35.0220180,31.7422030,"X-trail; "
35.0220600,31.7422100,"X-trail; "
35.0220980,31.7422190,"X-trail; "
35.0221350,31.7422240,"X-trail; "
35.0221680,31.7422300,"X-trail; "
35.0222080,31.7422370,"X-trail; "
35.0222490,31.7422360,"X-trail; "
35.0222930,31.7422240,"X-trail; "
35.0223260,31.7422210,"X-trail; "
35.0223640,31.7422210,"X-trail; "
35.0224040,31.7422200,"X-trail; "
35.0224390,31.7422210,"X-trail; "
35.0224800,31.7422240,"X-trail; "
35.0225260,31.7422280,"X-trail; "
35.0225690,31.7422290,"X-trail; "
35.0226100,31.7422330,"X-trail; "
35.0226510,31.7422390,"X-trail; "
35.0226930,31.7422420,"X-trail; "
35.0227290,31.7422440,"X-trail; "
35.0227650,31.7422480,"X-trail; "
35.0228060,31.7422520,"X-trail; "
35.0228490,31.7422590,"X-trail; "
35.0228930,31.7422580,"X-trail; "
35.0229370,31.7422590,"X-trail; "
35.0229770,31.7422650,"X-trail; "
35.0230160,31.7422660,"X-trail; "
35.0230520,31.7422720,"X-trail; "
35.0230920,31.7422690,"X-trail; "
35.0231340,31.7422730,"X-trail; "
35.0231740,31.7422770,"X-trail; "
35.0232110,31.7422830,"X-trail; "
35.0232420,31.7422910,"X-trail; "
35.0232780,31.7422960,"X-trail; "
35.0233140,31.7422980,"X-trail; "
35.0233530,31.7422970,"X-trail; "
35.0233880,31.7422970,"X-trail; "
35.0234250,31.7422940,"X-trail; "
35.0234610,31.7422920,"X-trail; "
35.0234960,31.7422900,"X-trail; "
35.0235340,31.7422860,"X-trail; "
35.0235730,31.7422860,"X-trail; "
35.0236050,31.7422890,"X-trail; "
35.0236360,31.7422980,"X-trail; "
35.0236690,31.7423030,"X-trail; "
35.0237040,31.7423060,"X-trail; "
35.0237370,31.7423050,"X-trail; "
35.0237740,31.7422970,"X-trail; "
35.0238120,31.7422890,"X-trail; "
35.0238490,31.7422860,"X-trail; "
35.0238840,31.7422790,"X-trail; "
35.0239210,31.7422720,"X-trail; "
35.0239550,31.7422660,"X-trail; "
35.0239890,31.7422720,"X-trail; "
35.0240280,31.7422810,"X-trail; "
35.0240740,31.7422870,"X-trail; "
35.0241230,31.7422870,"X-trail; "
35.0241700,31.7422860,"X-trail; "
35.0242120,31.7422840,"X-trail; "
35.0242560,31.7422820,"X-trail; "
35.0243060,31.7422820,"X-trail; "
35.0243500,31.7422860,"X-trail; "
35.0243930,31.7422890,"X-trail; "
35.0244330,31.7422940,"X-trail; "
35.0244800,31.7423020,"X-trail; "
35.0245210,31.7423070,"X-trail; "
35.0245600,31.7423060,"X-trail; "
35.0245960,31.7422990,"X-trail; "
35.0246400,31.7423000,"X-trail; "
35.0246730,31.7423050,"X-trail; "
35.0247130,31.7423070,"X-trail; "
35.0247540,31.7422950,"X-trail; "
35.0247890,31.7422960,"X-trail; "
35.0248230,31.7423010,"X-trail; "
35.0248630,31.7422990,"X-trail; "
35.0248950,31.7423010,"X-trail; "
35.0249300,31.7422990,"X-trail; "
35.0249650,31.7422970,"X-trail; "
35.0250000,31.7423000,"X-trail; "
35.0250350,31.7423040,"X-trail; "
35.0250710,31.7423030,"X-trail; "
35.0251090,31.7422960,"X-trail; "
35.0251450,31.7422870,"X-trail; "
35.0251790,31.7422870,"X-trail; "
35.0252130,31.7422880,"X-trail; "
35.0252520,31.7422860,"X-trail; "
35.0252920,31.7422870,"X-trail; "
35.0253390,31.7422840,"X-trail; "
35.0253810,31.7422840,"X-trail; "
35.0254230,31.7422900,"X-trail; "
35.0254650,31.7422910,"X-trail; "
35.0255090,31.7422900,"X-trail; "
35.0255520,31.7422900,"X-trail; "
35.0255960,31.7422870,"X-trail; "
35.0256370,31.7422930,"X-trail; "
35.0256750,31.7423010,"X-trail; "
35.0257130,31.7422970,"X-trail; "
35.0257500,31.7422960,"X-trail; "
35.0257860,31.7422980,"X-trail; "
35.0258200,31.7423090,"X-trail; "
35.0258560,31.7423220,"X-trail; "
35.0258930,31.7423320,"X-trail; "
35.0259300,31.7423340,"X-trail; "
35.0259650,31.7423300,"X-trail; "
35.0260050,31.7423290,"X-trail; "
35.0260460,31.7423350,"X-trail; "
35.0260830,31.7423490,"X-trail; "
35.0261190,31.7423560,"X-trail; "
35.0261510,31.7423600,"X-trail; "
35.0261840,31.7423610,"X-trail; "
35.0262220,31.7423610,"X-trail; "
35.0262590,31.7423580,"X-trail; "
35.0262970,31.7423540,"X-trail; "
35.0263270,31.7423420,"X-trail; "
35.0263630,31.7423410,"X-trail; "
35.0263990,31.7423410,"X-trail; "
35.0264400,31.7423350,"X-trail; "
35.0264740,31.7423300,"X-trail; "
35.0265100,31.7423370,"X-trail; "
35.0265470,31.7423390,"X-trail; "
35.0265830,31.7423410,"X-trail; "
35.0266160,31.7423420,"X-trail; "
35.0266490,31.7423460,"X-trail; "
35.0266820,31.7423490,"X-trail; "
35.0267180,31.7423520,"X-trail; "
35.0267550,31.7423540,"X-trail; "
35.0267980,31.7423590,"X-trail; "
35.0268380,31.7423650,"X-trail; "
35.0268790,31.7423680,"X-trail; "
35.0269230,31.7423720,"X-trail; "
35.0269640,31.7423760,"X-trail; "
35.0270030,31.7423740,"X-trail; "
35.0270420,31.7423680,"X-trail; "
35.0270770,31.7423680,"X-trail; "
35.0271140,31.7423640,"X-trail; "
35.0271500,31.7423540,"X-trail; "
35.0271860,31.7423450,"X-trail; "
35.0272210,31.7423390,"X-trail; "
35.0272560,31.7423300,"X-trail; "
35.0272890,31.7423240,"X-trail; "
35.0273210,31.7423190,"X-trail; "
35.0273550,31.7423170,"X-trail; "
35.0274010,31.7423180,"X-trail; "
35.0274350,31.7423160,"X-trail; "
35.0274820,31.7423180,"X-trail; "
35.0275150,31.7423220,"X-trail; "
35.0275610,31.7423190,"X-trail; "
35.0276040,31.7423070,"X-trail; "
35.0276480,31.7422950,"X-trail; "
35.0276840,31.7422890,"X-trail; "
35.0277220,31.7422840,"X-trail; "
35.0277630,31.7422780,"X-trail; "
35.0278010,31.7422750,"X-trail; "
35.0278410,31.7422740,"X-trail; "
35.0278820,31.7422700,"X-trail; "
35.0279230,31.7422630,"X-trail; "
35.0279690,31.7422540,"X-trail; "
35.0280210,31.7422460,"X-trail; "
35.0280740,31.7422400,"X-trail; "
35.0281240,31.7422330,"X-trail; "
35.0281690,31.7422250,"X-trail; "
35.0282140,31.7422210,"X-trail; "
35.0282590,31.7422180,"X-trail; "
35.0283070,31.7422150,"X-trail; "
35.0283530,31.7422120,"X-trail; "
35.0283980,31.7422080,"X-trail; "
35.0284410,31.7422050,"X-trail; "
35.0284850,31.7422040,"X-trail; "
35.0285330,31.7422050,"X-trail; "
35.0285790,31.7422100,"X-trail; "
35.0286190,31.7422070,"X-trail; "
35.0286540,31.7422100,"X-trail; "
35.0286860,31.7422170,"X-trail; "
35.0287210,31.7422200,"X-trail; "
35.0287570,31.7422230,"X-trail; "
35.0287940,31.7422260,"X-trail; "
35.0288330,31.7422310,"X-trail; "
35.0288720,31.7422380,"X-trail; "
35.0289110,31.7422440,"X-trail; "
35.0289500,31.7422560,"X-trail; "
35.0289910,31.7422640,"X-trail; "
35.0290310,31.7422750,"X-trail; "
35.0290680,31.7422860,"X-trail; "
35.0291080,31.7422980,"X-trail; "
35.0291490,31.7423090,"X-trail; "
35.0291890,31.7423220,"X-trail; "
35.0292360,31.7423300,"X-trail; "
35.0292790,31.7423440,"X-trail; "
35.0293210,31.7423550,"X-trail; "
35.0293610,31.7423640,"X-trail; "
35.0294010,31.7423770,"X-trail; "
35.0294400,31.7423920,"X-trail; "
35.0294820,31.7424110,"X-trail; "
35.0295180,31.7424360,"X-trail; "
35.0295530,31.7424560,"X-trail; "
35.0295900,31.7424760,"X-trail; "
35.0296370,31.7424870,"X-trail; "
35.0296790,31.7424940,"X-trail; "
35.0297190,31.7425040,"X-trail; "
