Order,Latitude,Longitude,Elevation,Date Created,Distance from Start,Distance to Next,Bearing
1469,31.7423160,035.0260460,1578.084,13/6/2015 09:18:42,6.145,0.003,88.80
1470,31.7423170,035.0261020,1578.084,13/6/2015 09:18:44,6.148,0.003,85.31
1471,31.7423210,035.0261590,1578.084,13/6/2015 09:18:46,6.151,0.003,84.95
1472,31.7423250,035.0262120,1578.084,13/6/2015 09:18:48,6.154,0.003,87.56
1473,31.7423270,035.0262670,1583.497,13/6/2015 09:18:50,6.158,0.003,90.00
1474,31.7423270,035.0263200,1587.927,13/6/2015 09:18:52,6.161,0.003,90.00
1475,31.7423270,035.0263720,1587.927,13/6/2015 09:18:54,6.164,0.003,85.22
1476,31.7423310,035.0264280,1594.488,13/6/2015 09:18:56,6.167,0.003,85.14
1477,31.7423350,035.0264830,1594.488,13/6/2015 09:18:58,6.170,0.003,91.24
1478,31.7423340,035.0265370,1596.325,13/6/2015 09:19:00,6.174,0.003,93.52
1479,31.7423310,035.0265940,1597.769,13/6/2015 09:19:02,6.177,0.003,92.39
1480,31.7423290,035.0266500,1597.769,13/6/2015 09:19:04,6.180,0.003,83.93
1481,31.7423340,035.0267050,1604.331,13/6/2015 09:19:06,6.183,0.003,86.14
1482,31.7423370,035.0267570,1604.331,13/6/2015 09:19:08,6.187,0.003,87.56
1483,31.7423390,035.0268120,1606.135,13/6/2015 09:19:10,6.190,0.003,90.00
1484,31.7423390,035.0268680,1607.612,13/6/2015 09:19:12,6.193,0.008,95.26
1485,31.7423290,035.0269950,1610.892,13/6/2015 09:19:17,6.201,0.008,91.02
1486,31.7423270,035.0271270,1617.454,13/6/2015 09:19:22,6.208,0.006,95.52
1487,31.7423180,035.0272360,1620.735,13/6/2015 09:19:26,6.215,0.004,86.48
1488,31.7423220,035.0273120,1620.735,13/6/2015 09:19:29,6.219,0.003,99.30
1489,31.7423150,035.0273620,1627.297,13/6/2015 09:19:31,6.222,0.003,95.05
1490,31.7423110,035.0274150,1627.297,13/6/2015 09:19:33,6.225,0.003,93.86
1491,31.7423080,035.0274670,1627.297,13/6/2015 09:19:35,6.228,0.003,96.07
1492,31.7423030,035.0275220,1627.297,13/6/2015 09:19:37,6.232,0.003,98.95
1493,31.7422960,035.0275740,1627.297,13/6/2015 09:19:39,6.235,0.003,99.49
1494,31.7422890,035.0276230,1630.577,13/6/2015 09:19:41,6.238,0.003,98.63
1495,31.7422820,035.0276770,1630.577,13/6/2015 09:19:43,6.241,0.003,96.81
1496,31.7422770,035.0277260,1630.577,13/6/2015 09:19:45,6.244,0.003,105.32
1497,31.7422660,035.0277730,1630.577,13/6/2015 09:19:47,6.247,0.003,94.86
1498,31.7422620,035.0278280,1630.577,13/6/2015 09:19:49,6.250,0.003,92.39
1499,31.7422600,035.0278840,1637.139,13/6/2015 09:19:51,6.253,0.003,97.84
1500,31.7422540,035.0279350,1637.139,13/6/2015 09:19:53,6.256,0.003,97.84
1501,31.7422480,035.0279860,1637.139,13/6/2015 09:19:55,6.259,0.003,99.30
1502,31.7422410,035.0280360,1637.139,13/6/2015 09:19:57,6.262,0.004,96.40
1503,31.7422340,035.0281090,1642.651,13/6/2015 09:20:00,6.267,0.004,102.38
1504,31.7422220,035.0281730,1646.982,13/6/2015 09:20:03,6.271,0.003,95.05
1505,31.7422180,035.0282260,1650.656,13/6/2015 09:20:05,6.274,0.003,82.59
1506,31.7422240,035.0282800,1653.543,13/6/2015 09:20:07,6.277,0.003,92.35
1507,31.7422220,035.0283370,1653.543,13/6/2015 09:20:09,6.280,0.005,95.99
1508,31.7422150,035.0284150,1656.824,13/6/2015 09:20:12,6.285,0.003,81.68
1509,31.7422220,035.0284710,1656.824,13/6/2015 09:20:14,6.288,0.003,92.39
1510,31.7422200,035.0285270,1660.105,13/6/2015 09:20:16,6.291,0.003,96.30
1511,31.7422150,035.0285800,1660.105,13/6/2015 09:20:18,6.295,0.003,91.24
1512,31.7422140,035.0286340,1663.780,13/6/2015 09:20:20,6.298,0.003,82.16
1513,31.7422200,035.0286850,1666.667,13/6/2015 09:20:22,6.301,0.003,81.05
1514,31.7422270,035.0287370,1666.667,13/6/2015 09:20:24,6.304,0.004,80.04
1515,31.7422360,035.0287970,1666.667,13/6/2015 09:20:26,6.308,0.004,79.64
1516,31.7422460,035.0288610,1666.667,13/6/2015 09:20:28,6.311,0.004,75.85
1517,31.7422600,035.0289260,1670.341,13/6/2015 09:20:30,6.315,0.004,77.43
1518,31.7422720,035.0289890,1673.228,13/6/2015 09:20:32,6.319,0.004,70.84
1519,31.7422910,035.0290530,1673.228,13/6/2015 09:20:34,6.323,0.004,64.72
1520,31.7423140,035.0291100,1679.790,13/6/2015 09:20:36,6.327,0.004,75.85
1521,31.7423280,035.0291750,1679.790,13/6/2015 09:20:38,6.331,0.004,68.03
1522,31.7423480,035.0292330,1683.465,13/6/2015 09:20:40,6.334,0.003,73.12
1523,31.7423620,035.0292870,1686.352,13/6/2015 09:20:42,6.338,0.003,76.16
1524,31.7423740,035.0293440,1686.352,13/6/2015 09:20:44,6.341,0.004,70.95
1525,31.7423920,035.0294050,1686.352,13/6/2015 09:20:46,6.345,0.004,70.35
1526,31.7424100,035.0294640,1686.352,13/6/2015 09:20:48,6.349,0.003,61.16
1527,31.7424340,035.0295150,1690.026,13/6/2015 09:20:50,6.352,0.003,68.69
1528,31.7424500,035.0295630,1692.913,13/6/2015 09:20:52,6.355,0.003,85.31
1529,31.7424540,035.0296200,1692.913,13/6/2015 09:20:54,6.359,0.004,80.98
1530,31.7424620,035.0296790,1699.475,13/6/2015 09:20:56,6.362,0.004,76.39
1531,31.7424740,035.0297370,1699.475,13/6/2015 09:20:58,6.366,0.004,71.82
1532,31.7424900,035.0297940,1699.475,13/6/2015 09:21:00,6.369,0.004,63.23
1533,31.7425150,035.0298520,1699.475,13/6/2015 09:21:02,6.373,0.004,67.73
1534,31.7425360,035.0299120,1699.475,13/6/2015 09:21:04,6.377,0.004,71.78
1535,31.7425540,035.0299760,1699.475,13/6/2015 09:21:06,6.381,0.004,69.26
1536,31.7425760,035.0300440,1699.475,13/6/2015 09:21:08,6.385,0.005,71.86
1537,31.7425970,035.0301190,1701.312,13/6/2015 09:21:10,6.390,0.002,74.51
1538,31.7426060,035.0301570,1702.756,13/6/2015 09:21:11,6.392,0.002,71.73
1539,31.7426170,035.0301960,1702.756,13/6/2015 09:21:12,6.394,0.002,71.73
1540,31.7426280,035.0302350,1702.756,13/6/2015 09:21:13,6.397,0.002,67.65
1541,31.7426410,035.0302720,1702.756,13/6/2015 09:21:14,6.399,0.005,70.01
1542,31.7426640,035.0303460,1702.756,13/6/2015 09:21:16,6.404,0.002,71.73
1543,31.7426750,035.0303850,1702.756,13/6/2015 09:21:17,6.406,0.002,66.68
1544,31.7426890,035.0304230,1702.756,13/6/2015 09:21:18,6.409,0.002,71.73
1545,31.7427000,035.0304620,1702.756,13/6/2015 09:21:19,6.411,0.003,75.92
1546,31.7427090,035.0305040,1702.756,13/6/2015 09:21:20,6.414,0.003,77.43
1547,31.7427170,035.0305460,1702.756,13/6/2015 09:21:21,6.416,0.003,74.43
1548,31.7427270,035.0305880,1702.756,13/6/2015 09:21:22,6.419,0.008,71.99
1549,31.7427620,035.0307140,1702.756,13/6/2015 09:21:25,6.426,0.008,72.21
1550,31.7427960,035.0308380,1702.756,13/6/2015 09:21:28,6.434,0.007,65.40
1551,31.7428410,035.0309530,1706.037,13/6/2015 09:21:31,6.442,0.005,72.51
1552,31.7428620,035.0310310,1706.037,13/6/2015 09:21:33,6.446,0.007,75.25
1553,31.7428890,035.0311510,1706.037,13/6/2015 09:21:36,6.454,0.005,67.61
1554,31.7429140,035.0312220,1706.037,13/6/2015 09:21:38,6.458,0.005,83.85
1555,31.7429210,035.0312980,1707.874,13/6/2015 09:21:40,6.463,0.004,80.37
1556,31.7429310,035.0313670,1709.318,13/6/2015 09:21:42,6.467,0.004,66.87
1557,31.7429540,035.0314300,1709.318,13/6/2015 09:21:44,6.471,0.003,79.35
1558,31.7429630,035.0314860,1712.598,13/6/2015 09:21:46,6.474,0.005,74.47
1559,31.7429820,035.0315660,1712.598,13/6/2015 09:21:49,6.479,0.005,69.44
1560,31.7430070,035.0316440,1719.160,13/6/2015 09:21:52,6.484,0.008,73.58
1561,31.7430400,035.0317750,1729.003,13/6/2015 09:21:57,6.492,0.009,69.26
1562,31.7430840,035.0319110,1729.003,13/6/2015 09:22:02,6.501,0.005,65.87
1563,31.7431150,035.0319920,1730.840,13/6/2015 09:22:05,6.506,0.006,58.44
1564,31.7431570,035.0320720,1732.283,13/6/2015 09:22:08,6.511,0.005,56.76
1565,31.7431990,035.0321470,1735.564,13/6/2015 09:22:11,6.517,0.008,49.37
1566,31.7432760,035.0322520,1742.126,13/6/2015 09:22:16,6.525,0.003,42.01
1567,31.7433130,035.0322910,1742.126,13/6/2015 09:22:18,6.528,0.004,36.22
1568,31.7433550,035.0323270,1745.801,13/6/2015 09:22:20,6.532,0.003,35.99
1569,31.7433950,035.0323610,1748.688,13/6/2015 09:22:22,6.535,0.003,42.01
1570,31.7434320,035.0324000,1748.688,13/6/2015 09:22:24,6.539,0.003,33.70
1571,31.7434730,035.0324320,1751.969,13/6/2015 09:22:26,6.542,0.003,26.03
1572,31.7435150,035.0324560,1751.969,13/6/2015 09:22:28,6.545,0.004,17.99
1573,31.7435650,035.0324750,1751.969,13/6/2015 09:22:30,6.549,0.004,17.10
1574,31.7436150,035.0324930,1751.969,13/6/2015 09:22:32,6.553,0.004,16.48
1575,31.7436670,035.0325110,1751.969,13/6/2015 09:22:34,6.556,0.003,17.89
1576,31.7437120,035.0325280,1751.969,13/6/2015 09:22:36,6.560,0.003,5.09
1577,31.7437600,035.0325330,1751.969,13/6/2015 09:22:38,6.563,0.004,1.92
1578,31.7438110,035.0325350,1757.480,13/6/2015 09:22:40,6.566,0.003,5.86
1579,31.7438610,035.0325410,1761.811,13/6/2015 09:22:42,6.570,0.004,7.22
1580,31.7439150,035.0325490,1761.811,13/6/2015 09:22:44,6.574,0.003,353.04
1581,31.7439640,035.0325420,1771.654,13/6/2015 09:22:46,6.577,0.004,345.62
1582,31.7440140,035.0325270,1769.816,13/6/2015 09:22:48,6.581,0.007,347.83
1583,31.7441170,035.0325010,1771.654,13/6/2015 09:22:52,6.588,0.007,334.60
1584,31.7442070,035.0324510,1774.934,13/6/2015 09:22:56,6.595,0.008,328.11
1585,31.7443100,035.0323760,1778.215,13/6/2015 09:23:01,6.603,0.008,315.76
1586,31.7443960,035.0322780,1778.215,13/6/2015 09:23:06,6.611,0.005,311.99
1587,31.7444460,035.0322130,1778.215,13/6/2015 09:23:09,6.616,0.003,324.68
1588,31.7444870,035.0321790,1788.058,13/6/2015 09:23:11,6.620,0.004,316.05
1589,31.7445260,035.0321350,1788.058,13/6/2015 09:23:13,6.624,0.005,295.08
1590,31.7445580,035.0320550,1791.339,13/6/2015 09:23:16,6.629,0.005,290.59
1591,31.7445840,035.0319740,1791.339,13/6/2015 09:23:19,6.634,0.005,282.01
1592,31.7446000,035.0318860,1797.900,13/6/2015 09:23:22,6.639,0.008,279.34
1593,31.7446180,035.0317580,1804.462,13/6/2015 09:23:26,6.647,0.006,275.95
1594,31.7446270,035.0316570,1804.462,13/6/2015 09:23:29,6.653,0.006,270.64
1595,31.7446280,035.0315520,1804.462,13/6/2015 09:23:32,6.659,0.006,262.88
1596,31.7446170,035.0314490,1804.462,13/6/2015 09:23:35,6.665,0.006,275.09
1597,31.7446250,035.0313440,1804.462,13/6/2015 09:23:38,6.671,0.004,268.98
1598,31.7446240,035.0312780,1809.974,13/6/2015 09:23:40,6.675,0.004,270.00
1599,31.7446240,035.0312090,1814.304,13/6/2015 09:23:42,6.679,0.004,267.94
1600,31.7446220,035.0311440,1814.304,13/6/2015 09:23:44,6.683,0.004,271.05
1601,31.7446230,035.0310800,1820.866,13/6/2015 09:23:46,6.687,0.004,267.80
1602,31.7446210,035.0310190,1820.866,13/6/2015 09:23:48,6.690,0.003,271.18
1603,31.7446220,035.0309620,1822.703,13/6/2015 09:23:50,6.694,0.004,271.08
1604,31.7446230,035.0309000,1824.147,13/6/2015 09:23:52,6.697,0.004,271.08
1605,31.7446240,035.0308380,1824.147,13/6/2015 09:23:54,6.701,0.004,275.57
1606,31.7446290,035.0307780,1827.428,13/6/2015 09:23:56,6.705,0.004,281.22
1607,31.7446390,035.0307190,1827.428,13/6/2015 09:23:58,6.708,0.004,286.57
1608,31.7446540,035.0306600,1829.251,13/6/2015 09:24:00,6.712,0.004,285.27
1609,31.7446680,035.0306000,1830.709,13/6/2015 09:24:02,6.716,0.004,292.68
1610,31.7446880,035.0305440,1830.709,13/6/2015 09:24:04,6.719,0.004,288.34
1611,31.7447050,035.0304840,1833.990,13/6/2015 09:24:06,6.723,0.004,293.69
1612,31.7447260,035.0304280,1833.990,13/6/2015 09:24:08,6.726,0.004,303.89
1613,31.7447570,035.0303740,1837.664,13/6/2015 09:24:10,6.730,0.004,319.48
1614,31.7448030,035.0303280,1840.551,13/6/2015 09:24:12,6.734,0.005,315.09
1615,31.7448510,035.0302720,1840.551,13/6/2015 09:24:14,6.739,0.004,322.38
1616,31.7449020,035.0302260,1843.832,13/6/2015 09:24:16,6.744,0.004,323.78
1617,31.7449510,035.0301840,1843.832,13/6/2015 09:24:18,6.748,0.004,323.13
1618,31.7450000,035.0301410,1845.669,13/6/2015 09:24:20,6.752,0.004,321.38
1619,31.7450460,035.0300980,1847.113,13/6/2015 09:24:22,6.756,0.002,324.54
1620,31.7450700,035.0300780,1847.113,13/6/2015 09:24:23,6.758,0.002,329.39
1621,31.7450960,035.0300600,1847.113,13/6/2015 09:24:24,6.760,0.002,335.29
1622,31.7451220,035.0300460,1847.113,13/6/2015 09:24:25,6.762,0.002,336.86
1623,31.7451500,035.0300320,1847.113,13/6/2015 09:24:26,6.764,0.002,342.44
1624,31.7451770,035.0300220,1847.113,13/6/2015 09:24:27,6.766,0.002,343.03
1625,31.7452050,035.0300120,1847.113,13/6/2015 09:24:28,6.768,0.002,347.16
1626,31.7452350,035.0300040,1847.113,13/6/2015 09:24:29,6.770,0.003,345.72
1627,31.7452820,035.0299900,1853.675,13/6/2015 09:24:31,6.774,0.003,0.00
1628,31.7453290,035.0299900,1853.675,13/6/2015 09:24:33,6.777,0.004,7.63
1629,31.7453800,035.0299980,1857.320,13/6/2015 09:24:35,6.780,0.005,4.25
1630,31.7454490,035.0300040,1860.236,13/6/2015 09:24:38,6.785,0.003,3.99
1631,31.7454980,035.0300080,1862.106,13/6/2015 09:24:40,6.789,0.003,4.07
1632,31.7455460,035.0300120,1863.517,13/6/2015 09:24:42,6.792,0.005,8.33
1633,31.7456160,035.0300240,1865.322,13/6/2015 09:24:45,6.797,0.004,11.37
1634,31.7456670,035.0300360,1866.798,13/6/2015 09:24:47,6.800,0.004,14.73
1635,31.7457190,035.0300520,1866.798,13/6/2015 09:24:49,6.804,0.004,27.62
1636,31.7457680,035.0300820,1870.079,13/6/2015 09:24:51,6.808,0.004,24.39
1637,31.7458170,035.0301080,1870.079,13/6/2015 09:24:53,6.812,0.004,20.24
1638,31.7458680,035.0301300,1871.916,13/6/2015 09:24:55,6.815,0.003,22.23
1639,31.7459140,035.0301520,1873.360,13/6/2015 09:24:57,6.819,0.004,21.91
1640,31.7459650,035.0301760,1873.360,13/6/2015 09:24:59,6.822,0.004,26.98
1641,31.7460120,035.0302040,1879.921,13/6/2015 09:25:01,6.826,0.004,30.23
1642,31.7460560,035.0302340,1879.921,13/6/2015 09:25:03,6.830,0.003,27.33
1643,31.7460990,035.0302600,1881.726,13/6/2015 09:25:05,6.833,0.003,23.14
1644,31.7461430,035.0302820,1883.202,13/6/2015 09:25:07,6.836,0.003,33.70
1645,31.7461840,035.0303140,1883.202,13/6/2015 09:25:09,6.840,0.004,32.66
1646,31.7462320,035.0303500,1889.764,13/6/2015 09:25:11,6.844,0.004,22.36
1647,31.7462860,035.0303760,1889.764,13/6/2015 09:25:13,6.848,0.004,30.73
1648,31.7463320,035.0304080,1891.601,13/6/2015 09:25:15,6.851,0.004,38.57
1649,31.7463770,035.0304500,1893.045,13/6/2015 09:25:17,6.855,0.004,42.43
1650,31.7464200,035.0304960,1893.045,13/6/2015 09:25:19,6.859,0.004,31.10
1651,31.7464710,035.0305320,1899.606,13/6/2015 09:25:21,6.863,0.004,30.13
1652,31.7465240,035.0305680,1899.606,13/6/2015 09:25:23,6.868,0.004,27.14
1653,31.7465740,035.0305980,1901.444,13/6/2015 09:25:25,6.871,0.004,29.19
1654,31.7466260,035.0306320,1902.887,13/6/2015 09:25:27,6.876,0.004,27.48
1655,31.7466720,035.0306600,1902.887,13/6/2015 09:25:29,6.879,0.005,41.59
1656,31.7467240,035.0307140,1906.168,13/6/2015 09:25:32,6.884,0.003,34.00
1657,31.7467620,035.0307440,1906.168,13/6/2015 09:25:34,6.887,0.005,31.40
1658,31.7468180,035.0307840,1912.730,13/6/2015 09:25:37,6.892,0.005,26.22
1659,31.7468770,035.0308180,1916.404,13/6/2015 09:25:40,6.896,0.003,32.89
1660,31.7469140,035.0308460,1919.291,13/6/2015 09:25:42,6.899,0.003,32.66
1661,31.7469540,035.0308760,1919.291,13/6/2015 09:25:44,6.902,0.004,23.57
1662,31.7470010,035.0309000,1922.572,13/6/2015 09:25:46,6.906,0.004,33.77
1663,31.7470470,035.0309360,1922.572,13/6/2015 09:25:48,6.910,0.004,31.10
1664,31.7470980,035.0309720,1926.247,13/6/2015 09:25:50,6.914,0.004,32.28
1665,31.7471440,035.0310060,1929.134,13/6/2015 09:25:52,6.918,0.003,26.79
1666,31.7471880,035.0310320,1929.134,13/6/2015 09:25:54,6.921,0.003,42.99
1667,31.7472210,035.0310680,1929.134,13/6/2015 09:25:56,6.924,0.004,37.71
1668,31.7472630,035.0311060,1929.134,13/6/2015 09:25:58,6.928,0.003,38.99
1669,31.7473010,035.0311420,1930.938,13/6/2015 09:26:00,6.931,0.004,40.51
1670,31.7473430,035.0311840,1932.415,13/6/2015 09:26:02,6.935,0.004,49.99
1671,31.7473760,035.0312300,1932.415,13/6/2015 09:26:04,6.939,0.004,51.76
1672,31.7474090,035.0312790,1932.415,13/6/2015 09:26:06,6.942,0.004,62.42
1673,31.7474340,035.0313350,1932.415,13/6/2015 09:26:08,6.946,0.004,58.78
1674,31.7474630,035.0313910,1937.927,13/6/2015 09:26:10,6.950,0.004,60.95
1675,31.7474910,035.0314500,1942.257,13/6/2015 09:26:12,6.954,0.004,66.09
1676,31.7475160,035.0315160,1942.257,13/6/2015 09:26:14,6.958,0.004,71.01
1677,31.7475360,035.0315840,1952.100,13/6/2015 09:26:16,6.962,0.004,70.40
1678,31.7475570,035.0316530,1952.100,13/6/2015 09:26:18,6.967,0.004,74.89
1679,31.7475720,035.0317180,1955.709,13/6/2015 09:26:20,6.971,0.004,83.93
1680,31.7475780,035.0317840,1958.661,13/6/2015 09:26:22,6.974,0.004,90.99
1681,31.7475770,035.0318520,1958.661,13/6/2015 09:26:24,6.978,0.004,85.01
1682,31.7475820,035.0319190,1958.661,13/6/2015 09:26:26,6.982,0.004,78.50
1683,31.7475940,035.0319880,1958.661,13/6/2015 09:26:28,6.987,0.004,76.83
1684,31.7476080,035.0320580,1960.499,13/6/2015 09:26:30,6.991,0.004,79.72
1685,31.7476190,035.0321290,1961.942,13/6/2015 09:26:32,6.995,0.004,81.44
1686,31.7476280,035.0321990,1961.942,13/6/2015 09:26:34,6.999,0.004,86.28
1687,31.7476320,035.0322710,1961.942,13/6/2015 09:26:36,7.003,0.004,78.66
1688,31.7476440,035.0323410,1961.942,13/6/2015 09:26:38,7.008,0.004,73.93
1689,31.7476600,035.0324060,1965.617,13/6/2015 09:26:40,7.012,0.004,87.25
1690,31.7476630,035.0324790,1968.504,13/6/2015 09:26:42,7.016,0.004,77.91
1691,31.7476760,035.0325500,1968.504,13/6/2015 09:26:44,7.020,0.005,80.51
1692,31.7476870,035.0326270,1968.504,13/6/2015 09:26:46,7.025,0.005,78.96
1693,31.7477000,035.0327050,1968.504,13/6/2015 09:26:48,7.029,0.005,76.33
1694,31.7477160,035.0327820,1970.341,13/6/2015 09:26:50,7.034,0.002,74.51
1695,31.7477250,035.0328200,1971.785,13/6/2015 09:26:51,7.036,0.003,78.96
1696,31.7477320,035.0328620,1971.785,13/6/2015 09:26:52,7.039,0.002,80.04
1697,31.7477380,035.0329020,1971.785,13/6/2015 09:26:53,7.041,0.002,80.04
1698,31.7477440,035.0329420,1971.785,13/6/2015 09:26:54,7.044,0.002,76.83
1699,31.7477520,035.0329820,1971.785,13/6/2015 09:26:55,7.046,0.002,78.70
1700,31.7477590,035.0330230,1971.785,13/6/2015 09:26:56,7.049,0.005,79.23
1701,31.7477720,035.0331030,1971.785,13/6/2015 09:26:58,7.053,0.002,80.04
1702,31.7477780,035.0331430,1971.785,13/6/2015 09:26:59,7.056,0.002,83.33
1703,31.7477820,035.0331830,1975.459,13/6/2015 09:27:00,7.058,0.002,88.37
1704,31.7477830,035.0332240,1978.346,13/6/2015 09:27:01,7.061,0.002,86.73
1705,31.7477850,035.0332650,1978.346,13/6/2015 09:27:02,7.063,0.002,82.07
1706,31.7477900,035.0333070,1978.346,13/6/2015 09:27:03,7.066,0.002,76.50
1707,31.7477980,035.0333460,1978.346,13/6/2015 09:27:04,7.068,0.005,78.14
1708,31.7478120,035.0334240,1978.346,13/6/2015 09:27:06,7.073,0.005,76.83
1709,31.7478270,035.0334990,1978.346,13/6/2015 09:27:08,7.077,0.004,81.20
1710,31.7478360,035.0335670,1982.021,13/6/2015 09:27:10,7.081,0.004,83.43
1711,31.7478420,035.0336280,1984.908,13/6/2015 09:27:12,7.085,0.004,85.01
1712,31.7478470,035.0336950,1984.908,13/6/2015 09:27:14,7.089,0.004,75.42
1713,31.7478610,035.0337580,1984.908,13/6/2015 09:27:16,7.093,0.004,79.79
1714,31.7478710,035.0338230,1984.908,13/6/2015 09:27:18,7.096,0.004,82.71
1715,31.7478780,035.0338870,1988.583,13/6/2015 09:27:20,7.100,0.003,82.85
1716,31.7478840,035.0339430,1991.470,13/6/2015 09:27:22,7.104,0.004,83.54
1717,31.7478900,035.0340050,1991.470,13/6/2015 09:27:24,7.107,0.003,74.80
1718,31.7479030,035.0340610,1994.751,13/6/2015 09:27:26,7.111,0.003,81.82
1719,31.7479100,035.0341180,1994.751,13/6/2015 09:27:28,7.114,0.003,83.93
1720,31.7479150,035.0341730,1996.588,13/6/2015 09:27:30,7.117,0.003,71.20
1721,31.7479310,035.0342280,1998.031,13/6/2015 09:27:32,7.121,0.004,79.88
1722,31.7479400,035.0342870,1998.031,13/6/2015 09:27:34,7.124,0.004,83.54
1723,31.7479460,035.0343490,1998.031,13/6/2015 09:27:36,7.128,0.004,79.14
1724,31.7479560,035.0344100,1998.031,13/6/2015 09:27:38,7.132,0.003,77.49
1725,31.7479670,035.0344680,2003.543,13/6/2015 09:27:40,7.135,0.004,80.36
1726,31.7479760,035.0345300,2007.874,13/6/2015 09:27:42,7.139,0.004,73.69
1727,31.7479910,035.0345900,2007.874,13/6/2015 09:27:44,7.142,0.004,80.20
1728,31.7480000,035.0346510,2017.717,13/6/2015 09:27:46,7.146,0.004,80.51
1729,31.7480090,035.0347140,2017.717,13/6/2015 09:27:48,7.150,0.004,79.79
1730,31.7480190,035.0347790,2019.554,13/6/2015 09:27:50,7.154,0.004,78.45
1731,31.7480300,035.0348420,2020.997,13/6/2015 09:27:52,7.158,0.004,76.63
1732,31.7480430,035.0349060,2020.997,13/6/2015 09:27:54,7.161,0.004,71.78
1733,31.7480610,035.0349700,2024.278,13/6/2015 09:27:56,7.165,0.004,70.04
1734,31.7480790,035.0350280,2024.278,13/6/2015 09:27:58,7.169,0.004,65.69
1735,31.7481010,035.0350850,2027.953,13/6/2015 09:28:00,7.173,0.004,72.94
1736,31.7481170,035.0351460,2030.840,13/6/2015 09:28:02,7.176,0.004,80.51
1737,31.7481270,035.0352160,2030.840,13/6/2015 09:28:04,7.181,0.004,79.28
1738,31.7481380,035.0352840,2037.402,13/6/2015 09:28:06,7.185,0.004,55.97
1739,31.7481680,035.0353360,2037.402,13/6/2015 09:28:08,7.188,0.004,66.31
1740,31.7481890,035.0353920,2039.239,13/6/2015 09:28:10,7.192,0.004,77.99
1741,31.7482010,035.0354580,2040.682,13/6/2015 09:28:12,7.196,0.004,73.23
1742,31.7482180,035.0355240,2040.682,13/6/2015 09:28:14,7.200,0.004,71.23
1743,31.7482360,035.0355860,2043.963,13/6/2015 09:28:16,7.204,0.004,68.99
1744,31.7482570,035.0356500,2043.963,13/6/2015 09:28:18,7.208,0.004,67.81
1745,31.7482800,035.0357160,2045.833,13/6/2015 09:28:20,7.212,0.002,62.69
1746,31.7482950,035.0357500,2047.244,13/6/2015 09:28:21,7.214,0.004,58.84
1747,31.7483260,035.0358100,2047.244,13/6/2015 09:28:23,7.219,0.004,70.65
1748,31.7483470,035.0358800,2047.244,13/6/2015 09:28:25,7.223,0.002,62.89
1749,31.7483610,035.0359120,2047.244,13/6/2015 09:28:26,7.225,0.002,62.69
1750,31.7483760,035.0359460,2047.244,13/6/2015 09:28:27,7.227,0.004,63.60
1751,31.7484040,035.0360120,2047.244,13/6/2015 09:28:29,7.232,0.002,62.52
1752,31.7484200,035.0360480,2049.081,13/6/2015 09:28:30,7.234,0.005,57.51
1753,31.7484570,035.0361160,2050.525,13/6/2015 09:28:32,7.239,0.005,55.78
1754,31.7485000,035.0361900,2050.525,13/6/2015 09:28:34,7.244,0.005,47.32
1755,31.7485520,035.0362560,2050.525,13/6/2015 09:28:36,7.249,0.003,43.32
1756,31.7485810,035.0362880,2050.525,13/6/2015 09:28:37,7.252,0.003,42.35
1757,31.7486110,035.0363200,2050.525,13/6/2015 09:28:38,7.255,0.006,44.08
1758,31.7486710,035.0363880,2054.199,13/6/2015 09:28:40,7.261,0.003,39.65
1759,31.7487040,035.0364200,2057.087,13/6/2015 09:28:41,7.264,0.003,32.89
1760,31.7487410,035.0364480,2057.087,13/6/2015 09:28:42,7.267,0.003,29.05
1761,31.7487810,035.0364740,2057.087,13/6/2015 09:28:43,7.270,0.006,30.00
1762,31.7488550,035.0365240,2057.087,13/6/2015 09:28:45,7.276,0.006,28.04
1763,31.7489320,035.0365720,2057.087,13/6/2015 09:28:47,7.282,0.006,26.57
1764,31.7490140,035.0366200,2057.087,13/6/2015 09:28:49,7.288,0.006,19.90
1765,31.7490990,035.0366560,2060.367,13/6/2015 09:28:51,7.294,0.006,20.43
1766,31.7491770,035.0366900,2060.367,13/6/2015 09:28:53,7.300,0.006,17.77
1767,31.7492570,035.0367200,2060.367,13/6/2015 09:28:55,7.306,0.006,22.60
1768,31.7493350,035.0367580,2060.367,13/6/2015 09:28:57,7.311,0.003,25.74
1769,31.7493740,035.0367800,2060.367,13/6/2015 09:28:58,7.314,0.003,32.41
1770,31.7494090,035.0368060,2060.367,13/6/2015 09:28:59,7.317,0.003,37.02
1771,31.7494430,035.0368360,2065.879,13/6/2015 09:29:00,7.320,0.003,38.86
1772,31.7494780,035.0368690,2070.210,13/6/2015 09:29:01,7.323,0.006,41.44
1773,31.7495380,035.0369310,2070.210,13/6/2015 09:29:03,7.329,0.005,43.36
1774,31.7495950,035.0369940,2072.047,13/6/2015 09:29:05,7.334,0.005,48.42
1775,31.7496420,035.0370560,2073.491,13/6/2015 09:29:07,7.339,0.004,35.67
1776,31.7496920,035.0370980,2073.491,13/6/2015 09:29:09,7.343,0.004,313.76
1777,31.7497280,035.0370540,2076.772,13/6/2015 09:29:11,7.347,0.005,245.33
1778,31.7496970,035.0369750,2076.772,13/6/2015 09:29:13,7.352,0.003,223.87
